,joy,hate,love,sorrow,anxiety,surprise,anger,expect
怒容  ,0,0,0,0,0,0,1,0
弄伤  ,0,0,0,1,0,0,0,0
旧事  ,0,0,0,1,0,0,0,0
新朋  ,0,0,1,0,0,0,0,0
故旧  ,0,0,1,0,0,0,0,0
垂垂老矣  ,0,0,0,1,0,0,0,0
深重  ,0,1,0,1,0,0,0,0
奴隶  ,0,1,0,1,0,0,0,0
人造  ,0,1,0,0,0,0,0,0
发狂  ,1,0,1,0,0,0,0,0
逝梦  ,0,0,0,1,0,0,0,0
英豪  ,0,0,1,0,0,0,0,0
同贺  ,1,0,0,0,0,0,0,0
同庆  ,1,0,1,0,0,0,0,0
闲时  ,1,0,1,0,0,0,0,0
逃课  ,1,1,0,0,1,0,0,0
回老家  ,1,0,0,0,0,0,0,1
到站  ,0,0,0,0,0,0,0,1
加快  ,1,0,0,0,0,0,0,1
高效率  ,0,0,1,0,0,0,0,0
肝癌  ,0,1,0,1,1,0,0,0
天文数字  ,0,0,0,0,0,1,0,0
大富  ,0,0,1,0,0,0,0,0
太虚  ,0,1,0,0,0,0,0,0
脏乱  ,0,1,0,0,1,0,0,0
惨剧  ,0,1,0,1,0,0,0,0
尸体  ,0,1,0,1,0,0,0,0
遮掩  ,0,1,1,0,1,0,0,0
骇人  ,0,0,0,0,1,0,0,0
捉襟  ,0,0,0,0,1,0,0,0
富豪  ,0,0,1,0,0,0,0,0
麦迪有心无力  ,0,0,0,1,0,0,0,0
疲塌  ,0,0,0,1,0,0,0,0
铁人  ,0,0,1,0,0,0,0,0
一眨眼  ,0,0,0,0,0,1,0,0
紧俏  ,0,0,1,0,1,0,0,0
退回  ,0,0,0,1,0,0,0,0
上窜  ,1,0,0,0,0,0,0,0
破财  ,0,0,0,1,0,0,0,1
雄赳赳  ,1,0,0,0,0,0,0,1
气昂昂  ,1,0,0,0,0,0,0,1
绝世  ,0,0,1,0,0,0,0,0
没空  ,0,0,0,1,1,0,0,0
发大财  ,1,0,1,0,0,0,0,0
扭捏  ,1,0,0,0,1,0,0,0
因祸得福　一巴掌  ,1,0,0,0,0,1,0,0
那个  ,0,1,0,0,0,0,0,0
诡计  ,0,1,0,0,0,0,0,0
慈父  ,0,0,1,0,0,0,0,0
因祸得福  ,1,0,1,0,0,1,0,0
挨打  ,0,0,0,1,0,0,0,0
紧盯  ,0,0,0,0,0,0,0,1
末端  ,0,0,0,1,0,0,0,0
闹意见  ,0,0,0,0,0,0,1,0
不愿意一辈子  ,0,1,0,0,0,0,0,0
撑腰  ,1,0,0,0,0,0,0,0
和颜悦色  ,0,0,1,0,0,0,0,0
知名度  ,1,0,0,0,0,0,0,0
顶峰  ,1,0,0,0,0,0,0,0
跟踪  ,0,1,0,0,0,0,0,0
下贱  ,0,1,0,0,0,0,0,0
受骂  ,0,0,0,1,0,0,0,0
叫冤  ,0,0,0,1,0,0,0,0
通顺  ,0,0,1,0,0,0,0,0
举起  ,1,0,0,0,0,0,0,1
真快  ,0,0,0,0,0,1,0,0
吃药  ,0,1,0,0,0,0,0,0
轻伤  ,0,1,0,1,0,0,0,0
坚定地  ,0,0,1,0,0,0,0,0
一朵小红花。  ,1,0,1,0,0,0,0,0
一不怕苦二不怕累  ,0,0,1,0,0,0,0,0
霍霍  ,1,0,0,0,0,0,0,0
深更半夜  ,0,1,0,0,0,0,0,0
　　调皮  ,0,0,1,0,0,0,0,0
阻击  ,0,1,0,0,0,0,0,0
瘦瘦小小  ,0,0,0,0,1,0,0,0
残羹剩饭  ,0,1,0,1,0,0,0,0
和平共处  ,0,0,1,0,0,0,0,0
迷信  ,0,1,0,0,1,0,0,0
成家  ,1,0,0,0,0,0,0,0
故去  ,0,0,0,1,0,0,0,0
关门大吉  ,0,0,0,1,0,0,0,0
自由恋爱  ,0,0,1,0,0,0,0,0
家庭幸福  ,1,0,0,0,0,0,0,0
抗日战争  ,0,1,0,0,0,0,0,0
粗茶淡饭  ,0,1,0,0,0,0,0,0
脆脆  ,0,0,1,0,0,0,0,0
防癌  ,0,0,1,0,0,0,0,0
抗癌  ,0,0,1,0,0,0,0,0
受难日  ,0,0,0,1,0,0,0,0
——  ,0,0,0,1,0,0,0,0
谈何容易  ,0,0,0,1,1,0,0,0
佳肴  ,0,0,1,0,0,0,0,0
今非昔比  ,1,0,0,0,1,1,0,0
得奖  ,1,0,0,0,0,0,0,0
有缘人  ,0,0,1,0,0,0,0,0
笑嘻嘻  ,1,0,0,0,0,0,0,0
跳跳蹦蹦  ,1,0,0,0,0,0,0,0
压岁钱  ,0,0,1,0,0,0,0,0
欢声  ,1,0,0,0,0,0,0,0
笑语  ,1,0,1,0,0,0,0,0
病人  ,0,0,0,0,1,0,0,0
搜索  ,0,0,0,0,0,0,0,1
住院  ,0,0,0,1,1,0,0,0
急诊  ,0,0,0,0,1,0,0,0
病房  ,0,0,0,1,1,0,0,0
无效  ,0,1,0,0,0,0,0,0
复发  ,0,1,0,0,1,0,0,0
病因  ,0,1,0,0,0,0,0,0
攻克  ,1,0,0,0,0,0,0,0
顽症  ,0,1,0,0,0,0,0,0
造福  ,1,0,0,0,0,0,0,0
小丑  ,0,1,0,0,0,0,0,0
真传  ,1,0,1,0,0,0,0,0
笑死  ,0,1,0,0,0,0,0,0
可笑不自量  ,0,1,0,0,0,0,0,0
深表  ,0,0,1,0,0,0,0,0
说不得  ,0,0,0,1,1,0,1,0
骨折  ,0,0,0,1,0,0,0,0
急救  ,0,0,0,1,1,0,0,0
伤病员  ,0,0,0,1,0,0,0,0
吵吵  ,0,0,0,0,0,0,1,0
天壤之别  ,0,1,1,0,0,1,0,0
努力地  ,0,0,1,0,0,0,0,1
伤筋动骨  ,0,0,0,1,0,0,0,0
小孙  ,0,0,1,0,0,0,0,0
生不逢时  ,0,0,0,1,0,0,0,0
唱唱  ,1,0,0,0,0,0,0,0
自弹  ,0,0,1,0,0,0,0,0
自唱  ,0,0,1,0,0,0,0,0
自娱自乐  ,1,0,0,0,0,0,0,0
学好  ,1,0,1,0,0,0,0,0
做派  ,0,0,1,0,0,0,0,0
安居  ,1,0,0,0,0,0,0,0
拔除  ,0,0,0,1,0,0,0,0
作怪  ,0,1,0,0,1,0,0,0
发炎  ,0,1,0,0,0,0,0,0
跺脚  ,0,0,0,0,0,0,1,0
龋齿  ,0,1,0,0,0,0,0,0
病症  ,0,1,0,0,0,0,0,0
天高云淡  ,0,0,1,0,0,0,0,0
风和日丽  ,0,0,1,0,0,0,0,0
大气  ,0,0,1,0,0,0,0,0
喜宴  ,0,0,1,0,0,0,0,0
真行  ,0,0,1,0,0,0,0,0
新颖  ,0,0,1,0,0,0,0,0
业余爱好  ,0,0,1,0,0,0,0,0
高等  ,0,0,1,0,0,0,0,0
不管  ,0,1,0,0,0,0,0,0
可嘉  ,1,0,0,0,0,0,0,0
年夜饭  ,0,0,1,0,0,0,0,0
前仰后合  ,1,0,0,0,0,0,0,0
快快乐乐  ,1,0,0,0,0,0,0,0
赠送  ,1,0,1,0,0,0,0,0
新衣  ,0,0,1,0,0,0,0,1
嘻笑  ,1,0,0,0,0,0,0,0
孙女  ,0,0,1,0,0,0,0,0
开心果  ,1,0,1,0,0,0,0,0
伶俐  ,0,0,1,0,0,0,0,0
悲恸  ,0,0,0,1,0,0,0,0
浩劫  ,0,0,0,1,1,0,0,0
树立  ,1,0,1,0,0,0,0,1
喂养  ,0,0,1,0,0,0,0,0
自封  ,0,1,0,0,0,0,0,0
嘴脸  ,0,1,0,0,0,0,0,0
中肯  ,0,0,1,0,0,0,0,0
说笑话  ,1,0,0,0,0,0,0,0
惨状  ,0,0,0,1,0,0,0,0
雄纠纠  ,1,0,0,0,0,0,0,0
蹦蹦跳跳  ,1,0,0,0,0,0,0,0
老想  ,0,0,0,0,0,0,0,1
点心  ,1,0,1,1,1,0,0,0
没意思  ,0,1,0,1,0,0,0,0
破涕为笑  ,1,0,0,0,0,0,0,0
不如意  ,0,0,0,1,0,0,0,0
坠入  ,0,1,0,1,0,0,0,0
坠机  ,0,0,0,1,0,0,0,0
失灵  ,0,0,0,1,1,0,0,0
迫降  ,0,0,0,0,1,0,0,0
安然无恙  ,1,0,0,0,0,0,0,0
生死攸关  ,0,0,0,0,1,0,0,0
衰竭  ,0,0,0,1,0,0,0,0
赎罪  ,0,0,0,1,0,0,0,0
上阵  ,0,0,0,0,0,0,0,1
作弊  ,0,1,0,0,1,0,0,0
有条理  ,0,0,1,0,0,0,0,0
心服  ,0,0,0,1,0,0,0,0
口服  ,0,0,0,1,0,0,0,0
打滑  ,0,0,0,0,1,0,0,0
闲坐  ,0,0,1,0,0,0,0,0
饥肠辘辘  ,0,0,0,0,1,0,0,0
最酷  ,0,0,1,0,0,0,0,0
：Ｐ  ,1,0,0,0,0,0,0,0
毫发  ,0,0,1,0,0,0,0,0
……  ,0,0,1,1,1,0,0,0
天灾人祸  ,0,0,0,1,0,0,0,0
遗嘱  ,0,0,0,1,0,0,0,0
彩头  ,0,0,1,0,0,0,0,0
逼迫  ,0,1,0,0,1,0,0,0
赤子之心  ,0,0,1,0,0,0,0,0
泛滥成灾  ,0,1,0,0,1,0,0,0
吃哑巴亏  ,0,1,0,1,0,0,0,0
人人自危  ,0,0,0,0,1,0,0,0
自家  ,0,0,1,0,0,0,0,0
沉鱼落雁  ,0,0,1,0,0,0,0,0
别人  ,0,1,0,0,0,0,0,0
坏处  ,0,1,0,0,0,0,0,0
乐呵  ,1,0,0,0,0,0,0,0
脸色  ,0,1,0,0,1,0,0,0
合格  ,1,0,1,0,0,0,0,0
不欢而散  ,0,1,0,1,0,0,1,0
恋旧  ,0,0,1,0,0,0,0,0
艾滋病  ,0,1,0,1,1,0,0,0
富贵病  ,0,1,0,0,0,0,1,0
乱性  ,0,1,0,0,0,0,0,0
同性恋  ,0,1,1,0,1,0,0,0
献血  ,0,0,1,1,0,1,0,0
罪有应得  ,0,1,0,0,0,0,1,0
受累  ,0,0,0,1,1,0,0,0
艾滋  ,0,1,0,0,0,0,0,0
鼓吹  ,0,1,0,0,0,0,1,0
若无其事  ,0,0,0,0,1,0,1,0
嘶吼  ,0,1,0,0,0,0,1,0
烂醉  ,0,0,0,0,0,1,0,0
半死  ,0,0,0,1,0,1,0,0
不免  ,0,0,0,0,1,0,0,0
摩擦  ,0,1,0,0,1,0,1,0
扭打  ,0,0,0,0,1,0,1,0
偏袒  ,0,0,1,0,0,0,0,0
年少气盛  ,0,0,1,0,0,0,0,0
大咧咧  ,0,0,1,0,0,0,0,0
喜乐  ,1,0,1,0,0,0,0,0
温厚  ,0,0,1,0,0,0,0,0
数不尽  ,1,0,0,0,0,0,0,0
吸引力  ,0,0,1,0,0,0,0,1
愧对  ,0,0,0,1,0,0,0,0
勇往  ,1,0,0,0,0,0,0,1
永远快乐  ,1,0,0,0,0,0,0,0
发软  ,1,0,0,0,1,0,0,0
钻心  ,0,0,0,0,1,0,0,0
五星红旗  ,0,0,1,0,0,0,0,0
倾力  ,0,0,1,0,0,0,0,0
压轴  ,0,0,0,0,0,0,0,1
昏倒  ,0,0,0,0,1,0,0,0
勇攀  ,0,0,1,0,0,0,0,0
英雄气概  ,0,0,1,0,0,0,0,0
知不知道  ,0,0,0,0,1,0,0,0
小题  ,0,0,0,0,1,0,1,0
暗中  ,0,0,0,0,0,0,0,1
铜锈  ,0,1,0,0,0,0,0,0
尔虞我诈  ,0,1,0,0,1,0,0,0
伎俩  ,0,1,0,0,1,0,0,0
变本加厉  ,0,0,0,1,0,0,0,0
束缚力  ,0,0,0,0,0,0,0,1
量力而为  ,0,0,0,0,0,0,0,1
不济  ,0,1,0,1,0,0,0,0
一毛  ,0,1,0,0,0,0,0,0
勾心斗角  ,0,1,0,0,0,0,1,0
特价  ,0,0,1,0,0,0,0,0
瞎了眼  ,0,1,0,1,0,0,1,0
抽烟  ,0,1,0,0,0,1,0,0
喝酒  ,0,1,0,0,0,1,0,0
轻浮  ,0,1,0,0,0,1,0,0
了结  ,1,0,0,0,0,0,0,0
分散  ,0,0,0,1,0,0,0,0
漂流  ,0,0,0,0,1,0,0,0
悬崖  ,0,0,0,1,1,0,0,0
想些  ,0,0,0,0,1,0,0,0
欲语还休  ,0,0,1,0,0,0,0,0
全部  ,0,0,1,0,0,0,0,1
冷却  ,0,0,0,1,0,0,0,0
凉白开  ,0,1,0,0,0,0,0,0
擦肩而过  ,0,0,0,1,0,1,0,0
无声  ,0,0,1,1,0,0,0,0
归罪  ,0,1,0,0,0,0,0,0
归罪于  ,0,1,0,0,0,0,0,0
过去式  ,0,0,0,0,1,0,0,0
无意识  ,0,0,0,0,0,1,0,0
输不起  ,0,0,0,0,1,0,0,0
流浪狗  ,0,0,0,1,0,0,0,0
已失  ,0,0,0,1,0,0,0,0
回家吧  ,1,0,0,0,0,0,0,1
背影  ,0,0,0,1,0,0,0,0
凄风苦雨  ,0,0,0,1,0,0,0,0
事业有成  ,1,0,0,0,0,0,0,1
前程  ,0,0,0,0,0,0,0,1
金银财宝  ,0,0,1,0,0,0,0,0
名誉  ,0,0,1,0,0,0,0,0
进退维谷  ,0,0,0,0,1,0,0,0
两难  ,0,0,0,0,1,0,0,0
尝尝  ,1,0,1,0,0,0,0,1
节制  ,0,1,0,0,1,0,0,0
告白  ,0,0,1,0,0,0,0,0
健壮  ,0,0,1,0,0,0,0,0
牢狱  ,0,1,0,1,1,0,0,0
撕毁  ,0,0,0,0,0,0,1,0
同甘共苦  ,1,0,1,0,0,0,0,0
分割  ,0,0,0,1,0,0,0,0
干什么  ,0,0,0,0,1,0,0,0
只怪  ,0,1,0,1,0,0,0,0
搬家  ,0,0,0,1,0,0,0,0
迫在眉睫  ,0,0,0,0,1,0,0,1
欲念  ,0,0,0,0,0,0,0,1
阴鸷  ,0,1,0,0,0,0,0,0
沉厚  ,0,0,1,0,0,0,0,0
贪念  ,0,1,0,0,0,0,0,0
了尔谀我诈  ,0,1,0,0,0,0,0,0
驱使  ,0,0,0,0,1,0,0,1
心累  ,0,1,0,0,1,0,0,0
惨白  ,0,1,0,0,0,0,0,0
驱赶  ,0,1,0,0,0,0,1,0
空缺  ,0,0,0,1,0,0,0,0
轻装上阵  ,1,0,0,0,0,0,0,1
身边  ,1,0,0,0,0,0,0,0
想装  ,0,1,0,1,0,0,0,0
不醒  ,0,1,0,0,0,0,1,0
无期限  ,0,0,0,1,1,0,0,0
冠绝  ,0,0,1,0,0,0,0,0
业余  ,0,1,0,0,0,0,0,0
霸占  ,0,1,0,0,0,0,1,0
赶跑  ,1,1,0,0,0,0,0,0
共存  ,0,0,1,0,0,0,0,0
品德  ,0,0,1,0,0,0,0,0
夺目  ,0,0,1,0,0,0,0,0
富翁  ,0,0,1,0,0,0,0,0
发起  ,0,0,1,0,0,0,0,1
无限量  ,0,0,1,0,0,1,0,0
有价  ,0,0,1,0,0,0,0,0
意念  ,0,0,0,0,0,0,0,1
重聚  ,1,0,0,0,0,0,0,1
答应  ,1,0,0,0,0,0,0,0
内心  ,0,0,1,0,0,0,0,1
同居  ,0,1,0,0,0,0,0,0
高端  ,0,0,1,0,0,0,0,0
分隔  ,0,0,0,1,0,0,0,0
音信  ,0,0,0,0,0,0,0,1
白头偕老  ,1,0,1,0,0,0,0,1
让我醒好不好  ,0,0,0,0,0,0,0,1
幽闭  ,0,1,0,0,1,0,0,0
湍急  ,0,0,0,0,1,0,0,0
巍峨  ,0,0,1,0,0,0,0,0
翻越  ,1,0,0,0,0,0,0,0
陡峭  ,0,1,0,0,1,0,0,0
小花  ,0,0,1,0,0,0,0,0
急湍  ,0,0,0,0,1,0,0,0
奔流  ,0,0,0,0,1,0,0,0
奋发  ,0,0,1,0,0,0,0,0
守侯  ,0,0,1,0,0,0,0,1
加护  ,0,0,0,0,1,0,0,0
不忍心  ,0,0,0,1,1,0,0,0
象现在这样无助过  ,0,0,0,0,1,0,0,0
加重  ,0,0,0,1,1,0,0,0
躲在  ,0,0,0,1,0,0,0,0
后事  ,0,0,0,1,0,0,0,0
心甘情愿  ,1,0,1,0,0,0,0,0
彻夜不眠  ,0,0,1,0,0,0,0,0
激动不已  ,1,0,0,0,0,0,0,0
费尽心机  ,0,1,0,0,1,0,0,0
掌管  ,1,0,0,0,0,0,0,0
挑起  ,1,0,0,0,0,0,0,1
打理  ,0,0,1,0,0,0,0,0
井井有条  ,1,0,1,0,0,0,0,0
利索  ,1,0,1,0,0,0,0,0
一无所  ,0,0,0,1,1,0,0,0
尽快  ,1,0,0,0,0,0,0,1
暴风雪  ,0,1,0,0,1,0,0,0
哀嚎  ,0,0,0,1,1,0,0,0
不分昼夜  ,0,0,1,0,1,0,0,0
抢修  ,0,0,1,0,0,0,0,0
出力  ,1,0,0,0,0,0,0,0
家庭  ,0,0,1,0,0,0,0,0
乌云密布  ,0,1,0,1,0,0,0,0
感应  ,1,0,0,0,0,0,0,0
惜败  ,0,0,0,0,1,0,0,0
对决  ,0,0,0,0,1,0,0,0
关怀备至  ,0,0,1,0,0,0,0,0
不曾有过  ,0,0,0,1,0,0,0,0
关联  ,1,0,0,0,0,0,0,0
卷土重来  ,1,0,0,0,0,0,0,0
霸气  ,0,0,1,0,0,0,0,0
新生活  ,0,0,0,0,0,0,0,1
欢腾  ,1,0,0,0,0,0,0,0
忧患  ,0,0,0,0,1,0,0,0
八方来客  ,0,0,1,0,0,0,0,0
藏独  ,0,1,0,0,1,0,0,0
捣乱  ,0,1,0,0,0,0,0,0
打砸抢  ,0,1,0,0,0,0,0,0
满目疮痍  ,0,0,0,1,1,0,0,0
噪音  ,0,1,0,0,0,0,0,0
暴乱  ,0,1,0,0,1,0,0,0
抢夺  ,0,0,0,0,0,0,1,0
得逞  ,1,0,0,0,0,0,0,0
暴徒  ,0,1,0,0,0,0,0,0
惊心动魄  ,0,0,1,1,1,1,0,0
残弱  ,0,0,0,1,0,0,0,0
叛国  ,0,1,0,0,0,0,0,0
闹场  ,0,0,0,0,0,0,1,0
乐乐  ,1,0,0,0,0,0,0,0
闭关  ,0,0,0,0,1,0,0,0
断绝  ,0,0,0,1,1,0,0,0
舞伴  ,0,0,1,0,0,0,0,0
病退  ,0,0,0,1,0,0,0,0
农村  ,0,1,0,0,0,0,0,0
比比皆是  ,0,0,1,0,1,0,0,0
村庄  ,0,1,0,0,0,0,0,0
小镇  ,0,1,0,0,0,0,0,0
泱泱大国  ,0,0,1,0,0,0,0,0
密不可分  ,0,0,1,0,0,0,0,0
迅猛  ,0,0,1,0,0,1,0,0
锦簇  ,0,0,1,0,0,0,0,0
趋势  ,0,0,0,0,0,0,0,1
吃苦耐劳  ,0,0,1,0,0,0,0,0
民俗  ,0,0,1,0,0,0,0,0
同化  ,1,0,1,0,0,0,0,0
有悖于  ,0,1,0,0,0,0,1,0
入住  ,1,0,0,0,0,0,0,0
枪毙  ,0,1,0,0,1,0,0,0
某些  ,0,1,0,0,0,0,0,0
可取  ,1,0,1,0,0,0,0,0
端正  ,0,0,1,0,0,0,0,1
满头大汗  ,0,0,0,0,1,0,0,0
最高兴  ,1,0,0,0,0,0,0,0
吃喝玩乐  ,1,0,0,0,0,0,0,0
红扑扑  ,0,0,1,0,0,0,0,0
妥妥帖帖  ,0,0,1,0,0,0,0,0
难以想象  ,0,0,0,0,0,1,0,0
伪科学  ,0,1,0,0,0,0,0,0
绝交  ,0,0,0,1,0,0,0,0
有情人  ,0,0,1,0,0,0,0,0
终成  ,1,0,1,0,0,0,0,0
俏皮  ,0,0,1,0,0,0,0,0
大干一场  ,1,0,0,0,0,0,0,0
完蛋  ,0,0,0,1,0,0,0,0
根深  ,0,0,1,0,0,0,0,0
好事儿  ,1,0,0,0,0,0,0,0
不值一提  ,0,1,0,0,0,0,1,0
小肚  ,0,1,0,0,0,0,0,0
小瞧  ,0,0,0,0,0,0,1,0
飘洒  ,0,0,1,0,0,0,0,0
响彻  ,1,0,1,0,0,0,0,0
辞旧迎新  ,1,0,0,0,0,0,0,0
气馁  ,0,0,0,1,0,0,0,0
解除  ,1,0,0,0,0,0,0,0
团圆年  ,1,0,0,0,0,0,0,0
孩子气  ,0,0,1,0,0,0,1,0
何须  ,0,0,0,0,1,0,0,0
平心静气  ,1,0,1,0,0,0,0,0
冲昏头脑  ,0,0,0,0,0,0,1,0
冒火  ,0,0,0,0,0,0,1,0
恒心  ,0,0,1,0,0,0,0,0
一踏  ,0,0,0,0,1,0,0,0
抽筋  ,0,0,0,0,1,0,0,0
我无  ,0,0,0,1,1,0,0,0
心想事成  ,0,0,0,0,0,0,0,1
忍痛割爱  ,0,0,0,1,0,0,0,0
强压  ,0,0,0,0,1,0,0,0
人情世故  ,0,0,0,0,1,0,0,0
伤及  ,0,0,0,1,1,0,0,0
退意  ,0,1,0,0,0,0,1,0
穷酸  ,0,1,0,1,0,0,1,0
天敌  ,0,1,0,1,1,0,0,0
逃窜  ,0,1,0,0,1,0,0,0
遁入空门  ,0,0,1,0,0,0,0,0
高僧  ,1,0,1,0,0,0,0,0
超度  ,1,0,1,0,0,0,0,0
积德  ,1,0,1,0,0,0,0,0
威逼  ,0,0,0,1,1,0,0,0
孤苦  ,0,0,0,1,1,0,0,0
奴仆  ,0,0,0,1,1,0,0,0
杀戮  ,0,1,0,0,0,0,1,0
快捷  ,1,0,1,0,0,0,0,0
残暴  ,0,1,0,1,1,0,1,0
欺辱  ,0,1,0,0,0,0,1,0
强颜欢笑  ,0,0,0,1,1,0,0,0
讥笑  ,1,1,0,0,0,0,1,0
哀痛  ,0,0,0,1,1,0,0,0
复活  ,1,0,1,0,0,0,0,1
苟活  ,0,1,0,0,0,0,0,0
处心积虑  ,0,1,0,0,0,0,0,0
玩意儿  ,0,1,0,0,0,0,0,0
富人  ,0,0,1,0,0,0,0,0
无欲则刚  ,0,0,1,0,0,0,0,0
攀亲  ,0,0,1,0,0,0,0,0
着实  ,0,0,0,0,0,1,0,0
那么  ,0,0,0,0,0,1,0,0
混饭吃  ,0,1,0,0,1,0,0,0
少数  ,0,1,0,0,0,0,0,0
情况  ,0,0,0,0,1,0,0,0
马甲  ,0,1,0,0,0,0,0,0
温床  ,0,1,0,0,0,0,0,0
衍生  ,0,1,0,0,0,0,0,0
聪明人  ,0,1,1,0,0,0,0,0
爱中  ,1,0,1,0,0,0,0,0
随时随地  ,1,0,1,0,0,0,0,0
有缺点  ,0,1,0,0,1,0,0,0
真得  ,1,0,1,0,0,0,0,0
就事论事  ,1,0,1,0,0,0,0,0
大风大浪  ,0,0,0,0,1,0,0,0
怪物  ,0,1,0,1,1,1,0,0
蛮夷  ,0,1,0,0,0,0,1,0
狡诈  ,0,1,0,0,0,0,1,0
毫无例外  ,0,0,0,1,1,0,0,0
雅号  ,1,0,1,0,0,0,0,0
犹大  ,0,1,0,0,0,0,1,0
杂耍  ,0,0,0,0,1,0,1,0
屠刀  ,0,0,0,1,1,0,0,0
传唱  ,1,0,1,0,0,0,0,0
污七八糟  ,0,1,0,0,0,0,1,0
优等  ,1,0,1,0,0,0,0,0
不齿  ,0,1,0,0,0,0,1,0
新变化  ,1,0,1,0,0,0,0,0
遗产  ,1,0,1,0,0,0,0,0
痞子  ,0,1,0,0,0,0,1,0
率直  ,1,0,1,0,0,0,0,0
褒义  ,1,0,1,0,0,0,0,0
中用  ,1,0,1,0,0,0,0,0
精制  ,1,0,1,0,0,0,0,0
拘谨  ,0,0,0,0,1,0,0,0
大大咧咧  ,1,0,1,0,0,0,0,0
规规矩矩  ,1,0,1,0,0,0,0,0
寡言  ,0,0,0,1,1,0,0,0
粗话  ,0,1,0,0,0,0,1,0
阳刚  ,1,0,1,0,0,0,0,0
习已为常  ,1,0,1,0,0,0,0,0
为数不多  ,0,0,0,1,1,0,0,0
负心人  ,0,1,0,0,0,0,1,0
新爱  ,1,0,1,0,0,0,0,0
情变  ,0,1,0,0,0,0,1,0
杀人者  ,0,1,0,0,0,0,1,0
偷偷摸摸  ,0,0,0,1,1,0,0,0
见天日  ,1,0,1,0,0,0,0,0
猜忌  ,0,1,0,0,1,0,0,0
联翩  ,1,0,1,0,0,0,0,0
投石问路  ,1,0,1,0,0,0,0,0
虚无飘渺  ,0,0,0,1,1,0,0,0
过眼烟云  ,0,0,0,1,1,0,0,0
正大  ,1,0,1,0,0,0,0,0
磊落  ,1,0,1,0,0,0,0,0
溜之大吉  ,0,1,0,0,0,0,1,0
大开方便之门  ,1,0,1,0,0,0,0,0
两小无猜  ,1,0,1,0,0,0,0,0
污浊  ,0,1,0,0,1,0,1,0
刺激性  ,0,0,0,1,1,0,0,0
挑战性  ,1,0,1,0,0,0,0,0
空想  ,0,1,0,1,0,0,0,1
好学生  ,1,0,1,0,0,0,0,0
大奖  ,1,0,1,0,0,0,0,0
料定  ,1,0,1,0,0,0,0,0
认生  ,0,0,0,0,1,0,0,0
小嘴  ,0,0,1,0,0,0,0,0
洪亮  ,0,0,1,0,0,0,0,0
假哭  ,0,0,0,0,1,0,0,0
小人儿  ,0,0,1,0,0,0,0,0
终于一  ,1,0,0,0,0,0,0,0
信步  ,1,0,0,0,0,0,0,0
鸳鸯蝴蝶派  ,0,0,1,0,0,0,0,0
只可惜  ,0,0,0,1,1,0,0,0
田田  ,0,0,1,0,0,0,0,0
一言难尽  ,0,0,1,0,1,0,0,0
小天地  ,1,0,1,0,0,0,0,0
阴凉  ,0,0,1,0,0,0,0,0
丰腴  ,0,0,1,0,0,0,0,0
层层叠叠  ,0,0,1,0,0,0,0,0
想入  ,0,0,1,0,0,0,0,0
皓皓  ,0,0,1,0,0,0,0,0
吟哦  ,1,0,1,0,1,0,0,0
掷地  ,0,0,1,0,0,0,0,0
出淤泥而不染  ,0,0,1,0,0,0,0,0
颤巍巍  ,0,0,0,0,1,0,0,0
万里无云  ,1,0,0,0,0,0,0,0
妄语  ,0,1,0,0,0,0,0,0
意淫  ,0,1,1,0,0,0,1,0
坦荡  ,0,0,1,0,0,0,0,1
猥亵  ,0,1,0,0,0,0,1,0
图谋  ,0,1,0,0,0,0,0,0
空穴来风  ,0,1,0,0,1,0,0,0
炮制  ,0,1,0,0,0,0,0,0
弥天大谎  ,0,1,0,0,0,0,1,0
瞒天过海  ,0,1,0,0,0,0,0,0
不知就里  ,0,0,0,0,1,0,0,0
嫖客  ,0,1,0,0,0,0,0,0
娼妓  ,0,1,0,0,0,0,0,0
绝无仅有  ,1,0,1,0,0,0,0,0
公道  ,0,0,1,0,0,0,0,1
急眼  ,0,1,0,0,0,0,1,0
祸首  ,0,1,0,1,0,0,1,0
相对  ,0,1,0,1,0,0,0,0
遏制  ,0,0,0,0,0,0,0,1
开启  ,0,0,0,0,0,0,0,1
燃起  ,1,0,0,0,0,0,0,0
欢声雷动  ,1,0,1,0,0,0,0,0
托举  ,1,0,0,0,0,0,0,1
汇集  ,1,0,0,0,0,0,0,0
欢庆  ,1,0,0,0,0,0,0,0
大江南北  ,0,0,1,0,0,0,0,0
升腾  ,1,0,0,0,0,0,0,0
咏叹  ,0,0,1,0,0,0,0,0
同一  ,1,0,1,0,0,0,0,0
新颖别致  ,0,0,1,0,0,0,0,0
心驰神往  ,0,0,1,0,0,0,0,1
亲兄弟  ,0,0,1,0,0,0,0,0
摘取  ,1,0,0,0,0,0,0,0
维权  ,1,0,0,0,0,0,0,0
通病  ,0,1,0,1,0,0,0,0
稳稳当当  ,1,0,0,0,0,0,0,0
施行  ,0,0,0,0,0,0,0,1
告知  ,0,0,0,0,0,0,0,1
罪证  ,0,0,0,0,1,0,0,0
一步登天  ,0,0,1,0,0,0,0,0
如日中天  ,1,0,0,0,0,0,0,0
功不可没  ,0,0,1,0,0,0,0,0
自认  ,1,0,0,0,0,0,0,0
疮疤  ,0,0,0,1,0,0,0,0
性骚扰  ,0,0,0,0,1,0,0,0
包二奶  ,0,1,0,0,0,0,0,0
